game_id,winner,victory_status,number_of_turns,white_player_id,black_player_id,opening_eco,moveset
6QEHG2Xy,white,resign,81,flavioleo,kevchod,B50,"['e4', 'c5', 'Nf3', 'd6', 'h3', 'Nf6', 'c3', 'Nc6', 'd3', 'g6', 'g3', 'Bg7', 'Bg2', 'Bd7', 'Bg5', 'O-O', 'Bxf6', 'Bxf6', 'g4', 'Qb6', 'b3', 'Na5', 'g5', 'Bg7', 'O-O', 'Bc6', 'Re1', 'Qa6', 'e5', 'Bxf3', 'Qxf3', 'Bxe5', 'h4', 'e6', 'h5', 'd5', 'Rxe5', 'Nxb3', 'hxg6', 'fxg6', 'Qg4', 'Nxa1', 'Rxe6', 'Qxd3', 'Na3', 'Qxc3', 'Bxd5', 'Qc1+', 'Kg2', 'Rad8', 'Re1+', 'Rxd5', 'Rxc1', 'Rd3', 'Nc4', 'Rdf3', 'Rxa1', 'Rxf2+', 'Kg1', 'R8f4', 'Qe6+', 'Kg7', 'Nd6', 'h5', 'Ne8+', 'Kh8', 'Qxg6', 'Rf7', 'Qxh5+', 'Rh7', 'Qg6', 'Rff7', 'Nf6', 'Rhg7', 'Qh6+', 'Rh7', 'Nxh7', 'Rxh7', 'Qf6+', 'Kg8', 'Re1']"
m6Dv4tjf,white,resign,65,kevchod,charkie,C41,"['e4', 'e5', 'Nf3', 'd6', 'd4', 'Bg4', 'dxe5', 'Bxf3', 'Qxf3', 'dxe5', 'Bc4', 'Nh6', 'Bxh6', 'f6', 'Qh5+', 'g6', 'Qh3', 'Bb4+', 'c3', 'Bc5', 'Qe6+', 'Be7', 'Bg7', 'Qd7', 'Qf7+', 'Kd8', 'Bxh8', 'Nc6', 'Qg8+', 'Qe8', 'Qd5+', 'Bd6', 'Bxf6+', 'Ne7', 'Bxe7+', 'Qxe7', 'Qxb7', 'Rc8', 'O-O', 'Qh4', 'Qd5', 'h5', 'Qg8+', 'Kd7', 'Qxg6', 'Qe7', 'Rd1', 'Kc6', 'Bd5+', 'Kd7', 'Na3', 'Rf8', 'Nb5', 'Bc5', 'Be6+', 'Kc6', 'Nd4+', 'Bxd4', 'cxd4', 'exd4', 'Rxd4', 'Qc5', 'Rc4', 'Qxc4', 'Bxc4+']"
TDTNGz99,white,resign,21,solomonmc,kevchod,B20,"['e4', 'c5', 'Bc4', 'e6', 'e5', 'Nc6', 'f4', 'Qh4+', 'g3', 'Qh6', 'Nc3', 'd5', 'Bb5', 'd4', 'Bxc6+', 'bxc6', 'Ne4', 'Ne7', 'Nd6+', 'Kd8', 'Nxf7+']"
KX3NWXWe,white,resign,35,jaxcdowns,kevchod,B90,"['e4', 'c5', 'Nf3', 'd6', 'd4', 'cxd4', 'Nxd4', 'Nf6', 'Nc3', 'a6', 'f3', 'e5', 'Nb3', 'Be6', 'Bg5', 'Nbd7', 'Nd2', 'Be7', 'Bc4', 'Bxc4', 'Nxc4', 'b5', 'Nxd6+', 'Bxd6', 'Qxd6', 'h6', 'Bxf6', 'Nxf6', 'Qc6+', 'Nd7', 'Rd1', 'O-O', 'Rxd7', 'Qxd7', 'Qxd7']"
PPOQGBGj,black,resign,42,kevchod,wibe,C55,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'h6', 'Nc3', 'Nf6', 'd3', 'd6', 'h3', 'Be7', 'O-O', 'a6', 'a4', 'O-O', 'Bd2', 'Kh7', 'Nd5', 'Be6', 'Nh4', 'Nxd5', 'Bxd5', 'Bxh4', 'Bxe6', 'fxe6', 'g3', 'Bg5', 'Bxg5', 'Qxg5', 'h4', 'Qg6', 'h5', 'Qg5', 'g4', 'Nd4', 'f4', 'exf4', 'c3', 'Nc6', 'b4', 'f3']"
HmYD5M06,black,resign,48,kevchod,karatel44,C41,"['e4', 'e5', 'Nf3', 'd6', 'd4', 'exd4', 'Nxd4', 'Qh4', 'Nc3', 'a6', 'g3', 'Qg4', 'f3', 'Qh5', 'h4', 'Nf6', 'Be2', 'Qe5', 'f4', 'Qa5', 'Bd2', 'c5', 'Nd5', 'Qd8', 'Nxf6+', 'Qxf6', 'Nb3', 'Qg6', 'g4', 'Qxe4', 'Rf1', 'Be7', 'f5', 'Bxh4+', 'Rf2', 'Qh1+', 'Bf1', 'Bxf2+', 'Kxf2', 'Qh4+', 'Ke2', 'Qxg4+', 'Ke1', 'Qxf5', 'Qe2+', 'Be6', 'Rc1', 'O-O']"
M1uYgZWA,white,resign,75,karatel44,kevchod,B21,"['e4', 'c5', 'd4', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'Nf6', 'Bd3', 'e5', 'Nf3', 'd5', 'exd5', 'Qxd5', 'O-O', 'Bg4', 'Be2', 'e4', 'Nfd2', 'Bc5', 'Bxg4', 'e3', 'Re1', 'O-O', 'fxe3', 'Rfe8', 'Nf1', 'Ne5', 'Qxd5', 'Nxd5', 'Be2', 'Ng6', 'Nc3', 'Nxc3', 'bxc3', 'Rad8', 'Bd3', 'Ne5', 'Rb1', 'Nxd3', 'cxd3', 'b6', 'd4', 'Be7', 'Ng3', 'Bh4', 'Rf1', 'Bxg3', 'hxg3', 'h5', 'Rf5', 'g6', 'Rf6', 'Rc8', 'Bd2', 'Re4', 'Rbf1', 'Rc7', 'R1f4', 'Rxf4', 'gxf4', 'b5', 'f5', 'g5', 'Rh6', 'h4', 'Kh2', 'a6', 'Kh3', 'Kg7', 'Rxa6', 'f6', 'Rb6', 'Kh6', 'Rxb5']"
8ju1Ky6o,black,resign,66,kevchod,gennadiy1985,C41,"['e4', 'e5', 'Nf3', 'd6', 'd4', 'Nc6', 'dxe5', 'Na5', 'b4', 'Nc6', 'c3', 'a6', 'Bg5', 'Be7', 'exd6', 'Bxg5', 'Nxg5', 'Qxg5', 'Bc4', 'Nh6', 'O-O', 'O-O', 'dxc7', 'Bh3', 'Qf3', 'Ne5', 'Qxh3', 'Neg4', 'f3', 'Qe3+', 'Kh1', 'Nf2+', 'Rxf2', 'Qxf2', 'Na3', 'b5', 'Bd5', 'Rac8', 'g4', 'Rxc7', 'Rf1', 'Qb6', 'Nc2', 'a5', 'Nd4', 'Rxc3', 'Nf5', 'Nxf5', 'gxf5', 'axb4', 'Rg1', 'Qf6', 'Rb1', 'Rfc8', 'Rxb4', 'Rc1+', 'Kg2', 'R8c2+', 'Kg3', 'Qe5+', 'Kh4', 'Rxh2', 'Bxf7+', 'Kxf7', 'f4', 'Qxf4+']"
54IrDY0S,white,resign,21,sigve,kevchod,B34,"['e4', 'c5', 'Nc3', 'Nc6', 'Nf3', 'g6', 'd4', 'cxd4', 'Nxd4', 'Bg7', 'Be3', 'Nf6', 'Bd3', 'O-O', 'h3', 'a6', 'Nxc6', 'bxc6', 'O-O', 'Qb6', 'Bxb6']"
sdK4CaLX,black,resign,61,kevchod,kykypy30,B54,"['e4', 'c5', 'Nf3', 'd6', 'd4', 'cxd4', 'Nxd4', 'e5', 'Nb3', 'Nc6', 'Nc3', 'a6', 'Be3', 'g6', 'Bd3', 'Bg7', 'O-O', 'Nge7', 'Nd5', 'Nxd5', 'exd5', 'Ne7', 'Be2', 'a5', 'Qd2', 'a4', 'Na5', 'Qxa5', 'c3', 'Qxd5', 'Qxd5', 'Nxd5', 'Bd2', 'Nc7', 'Rad1', 'O-O', 'Rfe1', 'Bd7', 'Bg5', 'd5', 'c4', 'f6', 'Bh4', 'Be6', 'Bf3', 'e4', 'Be2', 'dxc4', 'Rc1', 'a3', 'Bxc4', 'axb2', 'Bxe6+', 'Nxe6', 'Rcd1', 'f5', 'Be7', 'Rfe8', 'Rd7', 'Rxa2', 'Rxb7']"
oKS3ZNSK,black,mate,78,kevchod,maneken,C14,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Nf6', 'Bg5', 'Be7', 'e5', 'Nfd7', 'Bxe7', 'Qxe7', 'f4', 'a6', 'Nf3', 'c5', 'Qd2', 'Nc6', 'dxc5', 'Nxc5', 'Bd3', 'f5', 'exf6', 'Qxf6', 'O-O', 'O-O', 'g3', 'b5', 'a3', 'Bb7', 'Ng5', 'h6', 'Nh7', 'Qd4+', 'Rf2', 'Nxd3', 'Qxd3', 'Qxd3', 'cxd3', 'Kxh7', 'Re1', 'Nd4', 'Ne2', 'Nxe2+', 'Rexe2', 'Rfe8', 'd4', 'Rac8', 'b3', 'Rc1+', 'Rf1', 'Rc3', 'f5', 'Bc8', 'f6', 'gxf6', 'Rxf6', 'Kg7', 'Ref2', 'Re7', 'g4', 'Rxb3', 'h4', 'Rxa3', 'g5', 'hxg5', 'hxg5', 'Rg3+', 'Kh2', 'Rxg5', 'Rf8', 'Bb7', 'R8f3', 'a5', 'Rb3', 'Kg6', 'Rxb5', 'Rh7#']"
UdRV80J7,black,mate,38,moaffaq,kevchod,B51,"['e4', 'c5', 'Nf3', 'd6', 'Bb5+', 'Nd7', 'd3', 'Nf6', 'O-O', 'e6', 'Bg5', 'Be7', 'e5', 'a6', 'exf6', 'Bxf6', 'Bxd7+', 'Bxd7', 'Be3', 'Bxb2', 'Nbd2', 'Bxa1', 'Qxa1', 'O-O', 'Ng5', 'h6', 'Nge4', 'Ba4', 'Rc1', 'f5', 'Nc3', 'Bc6', 'a4', 'Qe8', 'Nc4', 'Qg6', 'Nxd6', 'Qxg2#']"
pwYH3L9D,draw,draw,113,kevchod,ali110,C50,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'd6', 'd4', 'exd4', 'Nxd4', 'Nxd4', 'Qxd4', 'Qe7', 'O-O', 'Nf6', 'Nc3', 'Qe5', 'Qxe5+', 'dxe5', 'Re1', 'Bd6', 'Rd1', 'O-O', 'Nb5', 'Nxe4', 'Nxd6', 'cxd6', 'b3', 'Nc3', 'Rxd6', 'b5', 'Bd5', 'Nxd5', 'Rxd5', 'a6', 'Rxe5', 'f6', 'Rh5', 'Be6', 'Ba3', 'Rfe8', 'h3', 'Bf7', 'Rh4', 'Re2', 'Kf1', 'Rxc2', 'Rg4', 'Be6', 'Rg3', 'Rac8', 'Re3', 'Bf7', 'g4', 'a5', 'Ree1', 'a4', 'Rec1', 'Rxc1+', 'Rxc1', 'Rxc1+', 'Bxc1', 'axb3', 'axb3', 'Bxb3', 'Kg2', 'Bc4', 'f4', 'Kf7', 'Kf3', 'g6', 'Ke4', 'h5', 'f5', 'hxg4', 'hxg4', 'gxf5+', 'gxf5', 'Bb3', 'Ba3', 'Bc2+', 'Kf4', 'Kg7', 'Bb4', 'Ba4', 'Ke4', 'Bc2+', 'Kf4', 'Kf7', 'Kg4', 'Bd3', 'Kf4', 'Ke8', 'Kg4', 'Kd7', 'Kf4', 'Kc6', 'Be7', 'Kd5', 'Bxf6', 'b4', 'Bh4', 'Bxf5', 'Kxf5', 'b3', 'Bf6', 'Kc4', 'Ke4', 'Kb4', 'Kd3', 'Ka3', 'Kc4', 'b2', 'Bxb2+']"
npTFKCnW,white,resign,40,kevchod,nurik88,C53,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'Bc5', 'c3', 'Ng4', 'O-O', 'h6', 'h3', 'Nf6', 'd4', 'exd4', 'cxd4', 'Bb6', 'e5', 'Ne4', 'Qb3', 'O-O', 'Re1', 'Nxf2', 'Kxf2', 'Nxd4', 'Nxd4', 'Bxd4+', 'Kf1', 'Qh4', 'Be3', 'Bxe3', 'Rxe3', 'Qf4+', 'Rf3', 'Qc1+', 'Kf2', 'Re8', 'Bxf7+', 'Kh7']"
pz83EnOf,draw,draw,42,nurik88,kevchod,B20,"['e4', 'c5', 'Bc4', 'e6', 'e5', 'Nc6', 'c3', 'Nxe5', 'Qe2', 'Nxc4', 'Qxc4', 'd5', 'Qb5+', 'Qd7', 'Qd3', 'Be7', 'Na3', 'Nf6', 'Qb5', 'a6', 'Qd3', 'O-O', 'Nf3', 'b6', 'Nc2', 'Bb7', 'Ne5', 'Qc7', 'Nf3', 'c4', 'Qe2', 'b5', 'd3', 'a5', 'd4', 'b4', 'Bg5', 'bxc3', 'bxc3', 'Qb6', 'Kf1', 'Qb2']"
cqsUd7ne,white,mate,145,kevchod,alejandropert,C41,"['e4', 'e5', 'Nf3', 'd6', 'd4', 'Nc6', 'dxe5', 'dxe5', 'Qxd8+', 'Nxd8', 'Nxe5', 'f6', 'Nf3', 'Bc5', 'Nc3', 'c6', 'Bc4', 'Ne7', 'O-O', 'Ne6', 'a3', 'Bd7', 'b4', 'Bd6', 'Rd1', 'Bc7', 'Bb2', 'O-O-O', 'Re1', 'Nf4', 'e5', 'Bg4', 'exf6', 'Nf5', 'fxg7', 'Nxg7', 'Ne2', 'Nxe2+', 'Rxe2', 'Rd7', 'h3', 'Bxf3', 'gxf3', 'Kb8', 'Kf1', 'Rf8', 'Bxg7', 'Rxg7', 'Rae1', 'b5', 'Re8+', 'Rxe8', 'Rxe8+', 'Kb7', 'Bd3', 'h5', 'c4', 'a6', 'cxb5', 'axb5', 'f4', 'Bxf4', 'f3', 'h4', 'Bc2', 'Bh2', 'Kf2', 'Bg3+', 'Ke3', 'Rf7', 'a4', 'Bf4+', 'Kf2', 'Bg3+', 'Ke3', 'Bf4+', 'Ke4', 'Bc7', 'axb5', 'cxb5', 'Ke3', 'Rf4', 'Re7', 'Rxb4', 'Be4+', 'Kb6', 'Re6+', 'Ka5', 'Rh6', 'Rb3+', 'Ke2', 'Rb2+', 'Ke3', 'Bb6+', 'Kf4', 'Bf2', 'Rh5', 'Ka4', 'Kg4', 'b4', 'f4', 'Rd2', 'f5', 'b3', 'f6', 'Kb4', 'f7', 'Bc5', 'Rxc5', 'Kxc5', 'f8=Q+', 'Kd4', 'Qf4', 'Kc3', 'Qf3+', 'Kb2', 'Qf6+', 'Ka2', 'Qa6+', 'Kb2', 'Qf1', 'Kc3', 'Qc1+', 'Rc2', 'Bxc2', 'bxc2', 'Kxh4', 'Kb3', 'Kg4', 'Kc3', 'h4', 'Kb4', 'Qxc2', 'Ka3', 'h5', 'Kb4', 'h6', 'Kb5', 'h7', 'Kb4', 'h8=Q', 'Ka5', 'Qhb2', 'Ka6', 'Qa4#']"
a7Y6niVM,black,mate,78,russoo,kevchod,A45,"['d4', 'Nf6', 'e3', 'g6', 'c4', 'Bg7', 'Nc3', 'O-O', 'Nf3', 'd6', 'h3', 'Nbd7', 'b4', 'a5', 'Ba3', 'axb4', 'Bxb4', 'c5', 'dxc5', 'dxc5', 'Bxc5', 'Nxc5', 'Qxd8', 'Rxd8', 'Nd4', 'e5', 'Ndb5', 'e4', 'Be2', 'Ne8', 'Rc1', 'Nd3+', 'Bxd3', 'exd3', 'O-O', 'd2', 'Rcd1', 'Bxc3', 'Nxc3', 'Ra3', 'Nd5', 'Rxa2', 'f3', 'Be6', 'Nb4', 'Rb2', 'Nd5', 'Bxd5', 'cxd5', 'Rxd5', 'Rf2', 'b5', 'e4', 'Rd4', 'Re2', 'b4', 'e5', 'Rc2', 'e6', 'Rc1', 'exf7+', 'Kxf7', 'Rxd2', 'Rxd1+', 'Rxd1', 'Rxd1+', 'Kf2', 'b3', 'g4', 'b2', 'h4', 'b1=Q', 'f4', 'Qd3', 'Kg2', 'Rd2+', 'Kg1', 'Qb1#']"
6Db2lfZc,black,mate,40,kevchod,sukhankin,C50,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nd4', 'Nxd4', 'exd4', 'd3', 'd6', 'O-O', 'Nf6', 'c3', 'dxc3', 'Nxc3', 'Bg4', 'f3', 'Bh5', 'Bg5', 'Be7', 'g4', 'Bg6', 'f4', 'h6', 'Bh4', 'h5', 'Nd5', 'Nxg4', 'f5', 'Bxh4', 'fxg6', 'f6', 'Qf3', 'c6', 'Nf4', 'Qb6+', 'Kg2', 'Qxb2+', 'Kh3', 'Qxh2#']"
xnm3oh0t,white,resign,76,alexandre_silva,kevchod,A00,"['e3', 'e5', 'Bc4', 'Nf6', 'd4', 'Nc6', 'd5', 'Nb4', 'c3', 'Na6', 'Bxa6', 'bxa6', 'c4', 'Bb7', 'f3', 'c6', 'e4', 'Bd6', 'Bg5', 'O-O', 'Nh3', 'h6', 'Bh4', 'Qb6', 'Qd2', 'Bb4', 'Nc3', 'Qd4', 'Bf2', 'Bxc3', 'Qxc3', 'Qxc3+', 'bxc3', 'a5', 'O-O', 'Ba6', 'Bc5', 'Rfe8', 'dxc6', 'dxc6', 'Rfd1', 'Bxc4', 'Rd6', 'Bb5', 'a4', 'Bc4', 'Rxc6', 'Rac8', 'Rxc8', 'Rxc8', 'Bxa7', 'Ra8', 'Bb6', 'Nd7', 'Be3', 'Kf8', 'Rd1', 'Nf6', 'Bc5+', 'Kg8', 'Rc1', 'Nd7', 'Bd6', 'f6', 'Ba3', 'Nb6', 'f4', 'Nxa4', 'fxe5', 'fxe5', 'Kf2', 'Rb8', 'Bd6', 'Rb3', 'Bxe5', 'Rxc3']"
ON47tmvR,white,resign,89,kevchod,alexandre_silva,C16,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Bb4', 'e5', 'Bxc3+', 'bxc3', 'Ne7', 'Qg4', 'Ng6', 'h4', 'Qe7', 'Bg5', 'Qf8', 'h5', 'Ne7', 'Bxe7', 'Qxe7', 'Qxg7', 'Qf8', 'Qxf8+', 'Rxf8', 'Bd3', 'Rh8', 'Nf3', 'Bd7', 'Rb1', 'b6', 'Ng5', 'Nc6', 'Nxh7', 'Rc8', 'Nf6+', 'Ke7', 'Ba6', 'Rcf8', 'Nxd7', 'Kxd7', 'Bb5', 'Rh6', 'a4', 'Rfh8', 'g4', 'R6h7', 'Ra1', 'Rg7', 'f3', 'Rf8', 'a5', 'f6', 'Rf1', 'fxe5', 'dxe5', 'Rf4', 'axb6', 'axb6', 'Ra4', 'Rxa4', 'Bxa4', 'Rg8', 'h6', 'Rh8', 'g5', 'Ra8', 'Bb5', 'Ra1+', 'Kf2', 'Ra8', 'h7', 'Rh8', 'g6', 'Ke7', 'Bxc6', 'Kf8', 'f4', 'Kg7', 'Rg1', 'Kh6', 'Bd7', 'Kg7', 'Bxe6', 'c6', 'f5', 'Kf8', 'g7+', 'Ke7', 'gxh8=Q']"
HIZAAqDg,white,resign,61,alexandre_silva,kevchod,A00,"['d3', 'd5', 'e3', 'e5', 'Nf3', 'Nc6', 'e4', 'dxe4', 'dxe4', 'Qxd1+', 'Kxd1', 'Bd7', 'Bg5', 'f6', 'Be3', 'O-O-O', 'Bd3', 'Nge7', 'Nc3', 'Bg4', 'h3', 'Bh5', 'g4', 'Bg6', 'h4', 'h5', 'g5', 'Nb4', 'Kd2', 'Nec6', 'a3', 'Nxd3', 'cxd3', 'Be7', 'Nd5', 'Bd6', 'gxf6', 'gxf6', 'Nxf6', 'Rhf8', 'Bg5', 'Be7', 'Nd5', 'Bxg5+', 'hxg5', 'Rxf3', 'Ke2', 'Nd4+', 'Kd2', 'Nb3+', 'Ke2', 'Rdf8', 'Raf1', 'Nc5', 'Ne7+', 'Kd8', 'Nxg6', 'Rg8', 'Nxe5', 'Rxg5', 'Nxf3']"
tmH3r8qf,black,resign,78,jlb78,alichess68,B06,"['e4', 'g6', 'e5', 'Bg7', 'Nf3', 'd6', 'exd6', 'cxd6', 'c3', 'Bg4', 'h3', 'Bxf3', 'Qxf3', 'Nc6', 'Bb5', 'e6', 'Bxc6+', 'bxc6', 'Qxc6+', 'Kf8', 'd4', 'Ne7', 'Qf3', 'Nf5', 'O-O', 'Ke7', 'Nd2', 'Re8', 'Ne4', 'Kf8', 'Ng5', 'Kg8', 'g4', 'Nh6', 'Qg3', 'd5', 'Nf3', 'Qf6', 'Bxh6', 'Bxh6', 'Rae1', 'Rab8', 'Ne5', 'Rxb2', 'Nf3', 'Rxa2', 'g5', 'Bxg5', 'Nxg5', 'Rc8', 'Rc1', 'a5', 'Ra1', 'Rxa1', 'Rxa1', 'Ra8', 'Nf3', 'a4', 'Ne1', 'Qf5', 'Qe5', 'Qxh3', 'Qc7', 'Qg4+', 'Kf1', 'Qh3+', 'Ke2', 'Qg4+', 'Nf3', 'Qe4+', 'Kf1', 'Qxf3', 'Qc6', 'Qh1+', 'Ke2', 'Qxa1', 'Kf3', 'Rf8']"
XViv0SVq,white,outoftime,59,alichess68,dankersoll,A00,"['g3', 'b6', 'Bg2', 'c6', 'b4', 'Nf6', 'b5', 'Bb7', 'bxc6', 'Nxc6', 'Bb2', 'e6', 'Nf3', 'h6', 'Ne5', 'Qe7', 'Nxc6', 'Bxc6', 'Bxc6', 'dxc6', 'O-O', 'Rh7', 'Nc3', 'Rd8', 'Re1', 'g5', 'Na4', 'Bg7', 'Be5', 'Rd5', 'Bc3', 'g4', 'e4', 'Rh5', 'e5', 'Nd5', 'Qxg4', 'Rg5', 'Qe2', 'Nxc3', 'Nxc3', 'Rxe5', 'Qa6', 'Rxe1+', 'Rxe1', 'f5', 'Qc8+', 'Kf7', 'Qxc6', 'Bxc3', 'Qxc3', 'a5', 'd4', 'Rg7', 'd5', 'Rg6', 'Qc6', 'exd5', 'Rxe7+']"
ATbFpLdo,white,mate,89,rf81,alichess68,B06,"['e4', 'g6', 'Qf3', 'Bg7', 'd3', 'd6', 'Be2', 'Nf6', 'h3', 'O-O', 'Qg3', 'Nc6', 'c3', 'Bd7', 'h4', 'Qc8', 'h5', 'gxh5', 'Bxh5', 'Nxh5', 'Rxh5', 'Bg4', 'Rh4', 'Ne5', 'f3', 'Bd7', 'Rh1', 'Nxd3+', 'Kd2', 'Nc5', 'Qh4', 'h6', 'Qxe7', 'Re8', 'Qh4', 'Ne6', 'Qg3', 'Ng5', 'Kd1', 'Ba4+', 'b3', 'Bb5', 'Bxg5', 'hxg5', 'Qh2', 'Qe6', 'Qh7+', 'Kf8', 'Rh5', 'Qg6', 'Qxg6', 'fxg6', 'Rxg5', 'Bf1', 'Rxg6', 'b5', 'Nh3', 'b4', 'Ng5', 'bxc3', 'Nxc3', 'Bxc3', 'Rc1', 'Ba5', 'Ne6+', 'Ke7', 'Nxc7', 'Bxc7', 'Rxc7+', 'Kd8', 'Rgg7', 'Bb5', 'Rb7', 'Bc6', 'Rbc7', 'Bb5', 'Rb7', 'a6', 'a4', 'Bc6', 'Rbc7', 'Rc8', 'Ra7', 'd5', 'Rxa6', 'dxe4', 'fxe4', 'Bxe4', 'Rd6#']"
LfUmrYRE,white,mate,103,yan2003,alichess68,B06,"['e4', 'g6', 'e5', 'Bg7', 'Nf3', 'd6', 'Qe2', 'dxe5', 'Nxe5', 'Bf5', 'Qb5+', 'c6', 'Qxb7', 'Bxe5', 'Qxa8', 'Bxc2', 'Qxa7', 'Nh6', 'd3', 'Bxd3', 'Bxd3', 'O-O', 'Bxh6', 'Qxd3', 'Bxf8', 'Qe4+', 'Qe3', 'Qxg2', 'Qxe5', 'Qxh1+', 'Ke2', 'Kxf8', 'Qxb8+', 'Kg7', 'Qe5+', 'Kg8', 'b4', 'e6', 'Nd2', 'Qg2', 'Rd1', 'Qg4+', 'Ke1', 'Qxb4', 'Rb1', 'Qa3', 'Rb8+', 'Qf8', 'Rxf8+', 'Kxf8', 'Qb8+', 'Kg7', 'Ne4', 'h6', 'Qe5+', 'Kh7', 'Nf6+', 'Kg7', 'Ng4+', 'Kh7', 'Nf6+', 'Kg7', 'Ne8+', 'Kf8', 'Qh8+', 'Ke7', 'Nf6', 'h5', 'Ng8+', 'Kf8', 'Nh6+', 'Ke7', 'Qg8', 'c5', 'Qxf7+', 'Kd6', 'Qf4+', 'e5', 'Nf7+', 'Ke6', 'Nxe5', 'Kd6', 'Nxg6+', 'Kd5', 'Qe5+', 'Kc6', 'Qxh5', 'Kb5', 'Qe2+', 'c4', 'Ne5', 'Ka5', 'Nxc4+', 'Ka4', 'Qc2+', 'Kb4', 'a3+', 'Kb5', 'Nd6+', 'Ka5', 'Qc3+', 'Ka4', 'Qb4#']"
A6wCNlRk,white,mate,163,alichess68,srbronka,A00,"['g3', 'e6', 'Bg2', 'g6', 'd3', 'Bg7', 'Nf3', 'd5', 'O-O', 'c6', 'Nc3', 'Ne7', 'Bg5', 'f6', 'Bf4', 'e5', 'Bd2', 'O-O', 'Re1', 'd4', 'Ne4', 'f5', 'Nc5', 'b6', 'Nb3', 'c5', 'Nxe5', 'Nbc6', 'Nxc6', 'Nxc6', 'Bxc6', 'Rb8', 'Bg2', 'Bb7', 'Bxb7', 'Rxb7', 'Bf4', 'g5', 'Bd2', 'h6', 'c3', 'f4', 'cxd4', 'cxd4', 'Bb4', 'Rff7', 'a3', 'fxg3', 'hxg3', 'Qf6', 'Rf1', 'a5', 'Bd2', 'h5', 'e3', 'dxe3', 'Bxe3', 'h4', 'gxh4', 'gxh4', 'Bd4', 'Qg6+', 'Kh1', 'Qc6+', 'Kh2', 'Qd6+', 'Kh3', 'Bxd4', 'Qg4+', 'Rg7', 'Qxd4', 'Qe6+', 'Kh2', 'Qxb3', 'Qc4+', 'Qxc4', 'dxc4', 'Rbc7', 'b3', 'Rg4', 'Rg1', 'Rxg1', 'Rxg1+', 'Kh8', 'Rg4', 'Rh7', 'Kh3', 'Rf7', 'Rxh4+', 'Kg8', 'Rg4+', 'Kh8', 'Kg3', 'Rd7', 'Rh4+', 'Kg8', 'Rg4+', 'Kh8', 'Re4', 'Rd3+', 'Re3', 'Rd6', 'a4', 'Rg6+', 'Kf3', 'Rf6+', 'Ke2', 'Rf8', 'f3', 'Rg8', 'Kf2', 'Rd8', 'Ke2', 'Rg8', 'Kd3', 'Rd8+', 'Kc3', 'Rg8', 'Re6', 'Rb8', 'Kd4', 'Rd8+', 'Kc3', 'Rb8', 'Re5', 'Rf8', 'Re3', 'Kg8', 'b4', 'Ra8', 'Re5', 'axb4+', 'Kxb4', 'Kf7', 'Rb5', 'Rb8', 'a5', 'bxa5+', 'Kxa5', 'Ra8+', 'Kb4', 'Ra7', 'c5', 'Ke7', 'c6', 'Rc7', 'Rb7', 'Kd6', 'Rxc7', 'Kxc7', 'Kc5', 'Kc8', 'Kb6', 'Kb8', 'f4', 'Ka8', 'f5', 'Kb8', 'f6', 'Kc8', 'f7', 'Kd8', 'f8=Q#']"
4NeAvfza,white,resign,19,alichess68,raizam,A00,"['g3', 'e6', 'Bg2', 'Bc5', 'd3', 'Bxf2+', 'Kxf2', 'Qf6+', 'Bf3', 'd5', 'Nc3', 'Nh6', 'Bxh6', 'Qxh6', 'e3', 'e5', 'Nxd5', 'O-O', 'Nxc7']"
iUWGyazS,white,resign,53,alichess68,jirkas2,A00,"['g3', 'e6', 'Bg2', 'g5', 'd3', 'f6', 'Nf3', 'Bg7', 'Nc3', 'g4', 'Nd2', 'f5', 'O-O', 'Bxc3', 'bxc3', 'Qf6', 'Bb2', 'e5', 'e4', 'fxe4', 'Nxe4', 'Qf5', 'c4', 'Nc6', 'Re1', 'd5', 'cxd5', 'Nce7', 'd6', 'Nd5', 'dxc7', 'Kd7', 'Nc5+', 'Kc6', 'Bxd5+', 'Kxd5', 'Rxe5+', 'Qxe5', 'Bxe5', 'Kxc5', 'Bxh8', 'Ne7', 'd4+', 'Kd5', 'c4+', 'Kxc4', 'Qe2+', 'Kd5', 'Qxe7', 'Be6', 'Qd8+', 'Rxd8', 'cxd8=Q+']"
